addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3
경기도 파주시 회동길 390 (문발동),,31.0,A04,A0401,A04010600,1562538,38,20120306222420,http://tong.visitkorea.or.kr/cms/resource/18/3091018_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/3091018_image3_1.jpg,Type3,126.6937760801,37.7178732145,6.0,20251117150254,27.0,,롯데프리미엄아울렛 파주점,10881,41,480.0,SH,SH02,SH020200
경기도 파주시 문발로 302 (문발동),,,,,,4054296,38,20260330210722,https://tong.visitkorea.or.kr/cms/resource/67/4023767_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/67/4023767_image3_1.jpg,Type3,126.693170994575,37.7196781475393,,20260331005658,,,롯데프리미엄아울렛 파주점[면세점(TAX REFUND SHOP)],10881,41,480.0,SH,SH04,SH040300
경기도 양주시 평화로 1593 (회정동),1층,,,,,4026210,38,20260227173649,https://tong.visitkorea.or.kr/cms/resource/99/4043099_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/99/4043099_image3_1.JPG,Type3,127.052291874895,37.8313923302011,,20260327092150,,,롯데하이마트 LF스퀘어 양주점,11439,41,630.0,SH,SH04,SH040300
경기도 구리시 경춘로 268 (수택동),,,,,,2912393,38,20221031093045,https://tong.visitkorea.or.kr/cms/resource/45/4018545_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/45/4018545_image3_1.jpg,Type3,127.144774579912,37.6022107904178,6.0,20260327092150,,,롯데하이마트 구리역점,11930,41,310.0,SH,SH04,SH040300
경기도 의정부시 금오로 12-23 (금오동),,,,,,2913923,38,20221031004856,https://tong.visitkorea.or.kr/cms/resource/26/4018626_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/26/4018626_image3_1.jpg,Type3,127.068254015204,37.7533684900263,6.0,20260327092150,,,롯데하이마트 금오점,11753,41,150.0,SH,SH04,SH040300
경기도 남양주시 와부읍 월문천로 33,B1층,,,,,2923799,38,20221031190725,https://tong.visitkorea.or.kr/cms/resource/85/4044785_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/85/4044785_image3_1.jpg,Type3,127.214019451022,37.5846972336652,6.0,20260414152937,,,롯데하이마트 덕소롯데마트점,12211,41,360.0,SH,SH04,SH040300
경기도 동두천시 평화로 2333 (지행동),,,,,,4025359,38,20260226233200,https://tong.visitkorea.or.kr/cms/resource/58/4045158_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/58/4045158_image3_1.JPG,Type3,127.057495337798,37.8960087639449,,20260327092150,,,롯데하이마트 동두천점,11356,41,250.0,SH,SH04,SH040300
경기도 고양시 덕양구 충장로 150 (행신동),1층,,,,,2922939,38,20221101155401,https://tong.visitkorea.or.kr/cms/resource/41/4045541_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/41/4045541_image3_1.jpg,Type3,126.836144009795,37.625187428621,6.0,20260327092150,,,롯데하이마트 롯데마트 고양점,10495,41,281.0,SH,SH04,SH040300
경기도 남양주시 화도읍 경춘로 1978,,,,,,2923935,38,20221031182200,https://tong.visitkorea.or.kr/cms/resource/64/4019864_image2_1.png,https://tong.visitkorea.or.kr/cms/resource/64/4019864_image3_1.png,Type3,127.307850920296,37.6506053388763,6.0,20260414152635,,,롯데하이마트 마석점,12182,41,360.0,SH,SH04,SH040300
경기도 구리시 동구릉로148번길 33 (인창동),,,,,,2922787,38,20221101074410,https://tong.visitkorea.or.kr/cms/resource/39/4017439_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/39/4017439_image3_1.jpg,Type3,127.13954203303,37.6112482474926,6.0,20260401015814,,,롯데하이마트 메가스토어 구리점,11915,41,310.0,SH,SH04,SH040300
경기도 포천시 소흘읍 솔모루로 26,,,,,,4010366,38,20260203163012,https://tong.visitkorea.or.kr/cms/resource/29/4043629_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/29/4043629_image3_1.JPG,Type3,127.143285503986,37.8247034098134,,20260327092150,,,롯데하이마트 송우점,11179,41,650.0,SH,SH04,SH040300
경기도 양주시 고덕로 357 (고읍동),,,,,,4026207,38,20260227173137,https://tong.visitkorea.or.kr/cms/resource/97/4043097_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/97/4043097_image3_1.JPG,Type3,127.079776306217,37.8036604115392,,20260327092150,,,롯데하이마트 옥정점,11480,41,,SH,SH04,SH040300
경기도 의정부시 시민로 54 (의정부동),,,,,,2913930,38,20221031004826,https://tong.visitkorea.or.kr/cms/resource/04/4044604_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/04/4044604_image3_1.jpg,Type3,127.041116104163,37.7379784850291,6.0,20260327092150,,,롯데하이마트 의정부점,11650,41,150.0,SH,SH04,SH040300
경기도 남양주시 진접읍 진건오남로 986,,,,,,4025354,38,20260226232831,https://tong.visitkorea.or.kr/cms/resource/69/4042769_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/69/4042769_image3_1.JPG,Type3,127.187201746248,37.7086269960214,,20260326092041,,,롯데하이마트 진접점,12067,41,360.0,SH,SH04,SH040300
경기도 고양시 일산서구 경의로 858 (덕이동),,,,,,2913973,38,20221031101338,https://tong.visitkorea.or.kr/cms/resource/80/4041880_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/80/4041880_image3_1.jpg,Type3,126.759971096917,37.6940874251482,6.0,20260325093432,,,롯데하이마트 탄현점,10232,41,287.0,SH,SH04,SH040300
경기도 남양주시 경춘로1350번길 1 (평내동),1층,,,,,2912396,38,20221031093143,https://tong.visitkorea.or.kr/cms/resource/65/4019865_image2_1.jpeg,https://tong.visitkorea.or.kr/cms/resource/65/4019865_image3_1.jpeg,Type3,127.24199098357,37.6523351780186,6.0,20260316105417,,,롯데하이마트 평내점,12219,41,360.0,SH,SH04,SH040300
경기도 포천시 호국로 1411 (어룡동),,,,,,2930418,38,20221031004757,https://tong.visitkorea.or.kr/cms/resource/87/4020387_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/87/4020387_image3_1.jpg,Type3,127.190658886843,37.8845757749505,6.0,20260330091611,,,롯데하이마트 포천점,11150,41,650.0,SH,SH04,SH040300
경기도 고양시 덕양구 소원로 97 (행신동),,,,,,4025095,38,20260226142300,https://tong.visitkorea.or.kr/cms/resource/34/4045934_image2_1.png,https://tong.visitkorea.or.kr/cms/resource/34/4045934_image3_1.png,Type3,126.833732066142,37.6130352370226,,20260327092150,,,롯데하이마트 행신역점,10523,41,281.0,SH,SH04,SH040300
경기도 고양시 덕양구 고양대로 1955 (동산동),3층,,,,,4025038,38,20260225203236,https://tong.visitkorea.or.kr/cms/resource/99/4045399_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/99/4045399_image3_1.jpg,Type3,126.89477806511,37.6469771187284,,20260327092150,,,루디프로젝트 스타필드 고양점,10595,41,281.0,SH,SH04,SH040300
경기도 파주시 가람로21번길 62-24,,31.0,A05,A0502,A05020900,2831076,39,20220802133023,http://tong.visitkorea.or.kr/cms/resource/69/2831069_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2831069_image3_1.jpg,Type3,126.7531562386,37.7362915702,6.0,20250115143402,27.0,,루미케익,10870,41,480.0,FD,FD05,FD050100
경기도 파주시 탄현면 필승로 200,,,,,,2912375,38,20221031144613,https://tong.visitkorea.or.kr/cms/resource/85/4022485_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/85/4022485_image3_1.jpg,Type3,126.695385303664,37.769351232912,6.0,20260326092041,,,루이까또즈 신세계사이먼프리미엄아울렛 파주점,10862,41,480.0,SH,SH04,SH040300
경기도 양주시 어하고개로 186-54 (삼숭동),,,,,,2748389,28,20210924021710,https://tong.visitkorea.or.kr/cms/resource/68/2748368_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/68/2748368_image3_1.jpg,Type3,127.11318286471692,37.81193971430083,6.0,20260518093647,,,루이힐스CC,11482,41,630.0,LS,LS01,LS010400
경기도 고양시 덕양구 삼원로2길 10 (삼송동),,31.0,A05,A0502,A05020400,2873588,39,20221024161630,http://tong.visitkorea.or.kr/cms/resource/72/2873572_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/2873572_image3_1.jpg,Type3,126.8777780016,37.6444794881,6.0,20250421181348,2.0,,루차이,10550,41,281.0,FD,FD02,FD020100
경기도 고양시 일산서구 강성로 253 (대화동),,31.0,B02,B0201,B02010900,2893601,32,20221102105931,http://tong.visitkorea.or.kr/cms/resource/89/2893589_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/2893589_image3_1.jpg,Type3,126.7489333146,37.676437357,6.0,20250417155625,2.0,,룩소르 호텔,10381,41,287.0,AC,AC04,AC040100
경기도 고양시 일산동구 중앙로 1036 (백석동),1층,,,,,4010581,38,20260203173343,https://tong.visitkorea.or.kr/cms/resource/93/4041993_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/93/4041993_image3_1.jpg,Type3,126.789797411977,37.6431349100152,,20260326092041,,,룩옵티컬 롯데아울렛 고양터미널점,10450,41,285.0,SH,SH04,SH040300
경기도 파주시 회동길 390 (문발동),2층,,,,,2931557,38,20221031175616,https://tong.visitkorea.or.kr/cms/resource/29/4023629_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/29/4023629_image3_1.jpg,Type3,126.693761637413,37.7178192715729,6.0,20260327092150,,,룩옵티컬 롯데프리미엄아울렛 파주점,10881,41,480.0,SH,SH04,SH040300
경기도 고양시 덕양구 고양대로 1955 (동산동),1층,,,,,4010486,38,20260203170350,https://tong.visitkorea.or.kr/cms/resource/50/4042350_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/50/4042350_image3_1.JPG,Type3,126.89477806511,37.6469771187284,,20260327092150,,,룰루레몬 스타필드 고양점,10595,41,281.0,SH,SH04,SH040300
경기도 파주시 회동길 430 (문발동),1층,,,,,2925584,38,20221031175109,https://tong.visitkorea.or.kr/cms/resource/11/4023711_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/11/4023711_image3_1.jpg,Type3,126.694438904479,37.7195217887592,6.0,20260319051242,,,르꼬끄스포르티브 롯데프리미엄아울렛 파주점,10881,41,480.0,SH,SH04,SH040300
경기도 고양시 덕양구 고양대로 1955 (동산동),3층,,,,,2929204,38,20221101090704,https://tong.visitkorea.or.kr/cms/resource/17/4018817_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/17/4018817_image3_1.jpg,Type3,126.89477806511,37.6469771187284,6.0,20260327092150,,,르꼬끄스포르티브 스타필드 고양점,10595,41,281.0,SH,SH04,SH040300
경기도 파주시 탄현면 필승로 200,,,,,,3307493,38,20240202174547,https://tong.visitkorea.or.kr/cms/resource/72/4024172_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/72/4024172_image3_1.jpg,Type3,126.695385303664,37.769351232912,6.0,20260319062708,,,르꼬끄스포르티브 신세계사이먼프리미엄아울렛 파주점,10862,41,480.0,SH,SH04,SH040300
경기도 고양시 일산동구 성석로 109 (성석동),,31.0,A05,A0502,A05020900,2876092,39,20221026141925,http://tong.visitkorea.or.kr/cms/resource/81/2876081_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/2876081_image3_1.jpg,Type3,126.7953537246,37.6887034225,6.0,20250422172318,2.0,,르돌치1946,10329,41,285.0,FD,FD05,FD050100
경기도 파주시 회동길 390 (문발동),2층,,,,,2918529,38,20221031150819,https://tong.visitkorea.or.kr/cms/resource/94/4023694_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/94/4023694_image3_1.jpg,Type3,126.693761637413,37.7178192715729,6.0,20260327092150,,,르베이지 롯데프리미엄아울렛 파주점,10881,41,480.0,SH,SH04,SH040300
경기도 파주시 탄현면 필승로 200,,,,,,2918576,38,20221031175830,https://tong.visitkorea.or.kr/cms/resource/80/4023780_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/80/4023780_image3_1.jpg,Type3,126.695385303664,37.769351232912,6.0,20260327092150,,,르베이지 신세계사이먼프리미엄아울렛 파주점,10862,41,480.0,SH,SH04,SH040300
경기도 가평군 가평읍 석봉로 200,,31.0,A05,A0502,A05020900,2850798,39,20220907114845,http://tong.visitkorea.or.kr/cms/resource/97/2850797_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/2850797_image3_1.jpg,Type3,127.5100565714,37.8328662831,6.0,20250415154728,1.0,,르봉뺑 본점,12413,41,820.0,FD,FD03,FD030100
경기도 고양시 일산동구 일산로358번길 34 (정발산동),,31.0,A05,A0502,A05020200,2874915,39,20221025145615,http://tong.visitkorea.or.kr/cms/resource/02/2874902_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/2874902_image3_1.jpg,Type3,126.7845164171,37.6677945534,6.0,20250422150825,2.0,,르쁠라,10406,41,285.0,FD,FD02,FD020300
경기도 파주시 헤이리마을길 66,,31.0,A05,A0502,A05020900,2831089,39,20220802133900,,,,126.6987291786,37.7888539165,6.0,20250331100743,27.0,,르시랑스,10859,41,480.0,FD,FD05,FD050100
경기도 파주시 탄현면 필승로 200,,,,,,2930856,38,20221031175109,https://tong.visitkorea.or.kr/cms/resource/09/4022509_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/09/4022509_image3_1.jpg,Type3,126.695385303664,37.769351232912,6.0,20260327092150,,,르크루제 신세계사이먼프리미엄아울렛 파주점,10862,41,480.0,SH,SH04,SH040300
경기도 고양시 일산동구 중앙로 1036 (백석동),4층,,,,,2923194,38,20221031112936,https://tong.visitkorea.or.kr/cms/resource/09/4020309_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/09/4020309_image3_1.jpg,Type3,126.789797411977,37.6431349100152,6.0,20260327092150,,,리바이스 롯데아울렛 고양터미널점,10450,41,285.0,SH,SH04,SH040300
경기도 파주시 문발로 302 (문발동),,,,,,2912009,38,20221031151002,https://tong.visitkorea.or.kr/cms/resource/20/4023620_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/20/4023620_image3_1.jpg,Type3,126.693170994575,37.7196781475393,6.0,20260327092150,,,리바이스 롯데프리미엄아울렛 파주점,10881,41,480.0,SH,SH04,SH040300
경기도 구리시 경춘북로 230 (갈매동),,,,,,3305521,38,20240202160552,https://tong.visitkorea.or.kr/cms/resource/57/4021257_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/57/4021257_image3_1.jpg,Type3,127.115926985416,37.6333474474455,6.0,20260318101005,,,리바이스 모다아울렛 구리남양주점,11901,41,310.0,SH,SH04,SH040300
경기도 고양시 덕양구 고양대로 1955 (동산동),,,,,,2930531,38,20221101075101,https://tong.visitkorea.or.kr/cms/resource/83/4018783_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/83/4018783_image3_1.jpg,Type3,126.89477806511,37.6469771187284,6.0,20260316105417,,,리바이스 스타필드 고양점,10595,41,281.0,SH,SH04,SH040300
경기도 파주시 탄현면 필승로 200,,,,,,2911613,38,20221031145212,https://tong.visitkorea.or.kr/cms/resource/55/4022455_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/55/4022455_image3_1.jpg,Type3,126.695385303664,37.769351232912,6.0,20260326092041,,,리바이스 신세계사이먼프리미엄아울렛 파주점,10862,41,480.0,SH,SH04,SH040300
경기도 고양시 일산서구 호수로 817 (대화동),,,,,,3305319,38,20240202082354,https://tong.visitkorea.or.kr/cms/resource/65/4018765_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/65/4018765_image3_1.jpg,Type3,126.751647571454,37.6679852145335,6.0,20260327092150,,,리바이스 현대백화점 킨텍스점,10391,41,287.0,SH,SH04,SH040300
경기도 남양주시 다산순환로 50 (다산동),2층,,,,,4025340,38,20260226231900,https://tong.visitkorea.or.kr/cms/resource/78/4044778_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/78/4044778_image3_1.jpg,Type3,127.152429100255,37.616257926116,,20260330091611,,,리바이스 현대프리미엄아울렛 스페이스원점,12248,41,360.0,SH,SH04,SH040300
경기도 가평군 설악면 유명로 2320,,31.0,A03,A0302,A03022400,131755,28,20030917090000,http://tong.visitkorea.or.kr/cms/resource/42/3548042_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/3548042_image3_1.jpg,Type3,127.4490129942,37.7082240981,6.0,20251023143000,1.0,,리버랜드,12459,41,820.0,LS,LS01,LS011800
경기도 가평군 청평면 북한강로 2141,,,,,,2826827,39,20220707112106,https://tong.visitkorea.or.kr/cms/resource/61/4002361_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/61/4002361_image3_1.jpg,Type3,127.397223378563,37.7071556137471,6.0,20260121111821,,,리버레인,12458,41,820.0,FD,FD05,FD050100
경기도 파주시 문발로 284 (문발동),2층,,,,,2930876,38,20221031150629,https://tong.visitkorea.or.kr/cms/resource/53/4023653_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/53/4023653_image3_1.jpg,Type3,126.692549074164,37.7180926232465,6.0,20260327092150,,,리버클래시 롯데프리미엄아울렛 파주점,10881,41,480.0,SH,SH04,SH040300
경기도 가평군 청평면 호반로 474,,31.0,A03,A0303,A03030100,2773872,28,20211112192604,http://tong.visitkorea.or.kr/cms/resource/06/2773906_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2773906_image2_1.jpg,Type3,127.4547290754,37.7104683867,6.0,20250416151508,1.0,,리버포인트 수상레저,12455,41,820.0,LS,LS02,LS020100
경기도 고양시 덕양구 고양대로 1955 (동산동),3층,,,,,2928234,38,20221031221010,https://tong.visitkorea.or.kr/cms/resource/80/4018780_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/80/4018780_image3_1.jpg,Type3,126.89477806511,37.6469771187284,6.0,20260327092150,,,리복 스타필드 고양점,10595,41,281.0,SH,SH04,SH040300
경기도 남양주시 별내면 송산로 519-7,,31.0,A05,A0502,A05020900,2765264,39,20211101192902,http://tong.visitkorea.or.kr/cms/resource/87/2765287_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/2765287_image3_1.jpg,Type3,127.1335367824,37.6872291192,6.0,20250513164744,9.0,,리블링코코,12090,41,360.0,FD,FD05,FD050100
경기도 고양시 덕양구 권율대로 741-35 (원흥동),,31.0,A05,A0502,A05020900,2925084,39,20221130095609,http://tong.visitkorea.or.kr/cms/resource/77/2925077_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/2925077_image3_1.jpg,Type3,126.8794025634,37.6547394346,6.0,20251029160540,2.0,,리스토어커피,10555,41,281.0,FD,FD05,FD050100
경기도 고양시 덕양구 고양대로 1955 (동산동),,,,,,2904025,38,20221031190137,https://tong.visitkorea.or.kr/cms/resource/86/4018786_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/86/4018786_image3_1.jpg,Type3,126.89477806511,37.6469771187284,6.0,20260327092150,,,리스트 스타필드 고양점,10595,41,281.0,SH,SH04,SH040300
경기도 가평군 조종면 운악청계로 702-24,,31.0,A03,A0302,A03020700,2759826,28,20211020222124,http://tong.visitkorea.or.kr/cms/resource/27/2932227_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/2932227_image3_1.jpg,Type3,127.3585719883,37.8729810461,6.0,20250410103413,1.0,,리앤리CC,12432,41,820.0,LS,LS01,LS010400
경기도 고양시 덕양구 행주산성로144번길 39 (행주외동),,31.0,A05,A0502,A05020900,2875566,39,20221026104112,http://tong.visitkorea.or.kr/cms/resource/59/2875559_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/2875559_image3_1.jpg,Type3,126.8166264606,37.6016389359,6.0,20250422170039,2.0,,리오리코,10440,41,281.0,FD,FD05,FD050100
경기도 가평군 상면 축령로70번길 44-61,,31.0,A03,A0302,A03021700,2909615,28,20221116103228,http://tong.visitkorea.or.kr/cms/resource/98/2909598_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/98/2909598_image3_1.JPG,Type3,127.3629743106,37.7795531136,6.0,20250410150334,1.0,,리오카라반,12448,41,820.0,AC,AC05,AC050100
경기도 가평군 설악면 어비산길 201-34,,31.0,A03,A0302,A03021700,2747868,28,20210923233703,http://tong.visitkorea.or.kr/cms/resource/03/2747503_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/2747503_image3_1.jpg,Type3,127.5128966796,37.5917915698,6.0,20250411182833,1.0,,리즈밸리글램핑캠핑장,12473,41,820.0,AC,AC05,AC050400
경기도 파주시 탄현면 필승로 200,,,,,,2925762,38,20221031144630,https://tong.visitkorea.or.kr/cms/resource/97/4022497_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/97/4022497_image3_1.jpg,Type3,126.695385303664,37.769351232912,6.0,20260327092150,,,리틀그라운드 신세계사이먼프리미엄아울렛 파주점,10862,41,480.0,SH,SH04,SH040300
경기도 남양주시 다산순환로 50 (다산동),3층,,,,,4012035,38,20260205114146,https://tong.visitkorea.or.kr/cms/resource/53/4042753_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/53/4042753_image3_1.jpg,Type3,127.152429100255,37.616257926116,,20260327092150,,,리틀그라운드 현대프리미엄아울렛 스페이스원점,12248,41,360.0,SH,SH04,SH040300
경기도 남양주시 와부읍 경강로926번길 20,,31.0,A05,A0502,A05020900,2877376,39,20221027143523,http://tong.visitkorea.or.kr/cms/resource/64/2877364_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/2877364_image3_1.jpg,Type3,127.2363284415,37.5546352798,6.0,20250513150600,9.0,,리펠,12277,41,360.0,FD,FD05,FD050100
경기도 파주시 회동길 430 (문발동),,,,,,4026332,38,20260227200821,https://tong.visitkorea.or.kr/cms/resource/81/4045181_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/81/4045181_image3_1.JPG,Type3,126.694438904479,37.7195217887592,,20260330091611,,,링스 롯데프리미엄아울렛 파주점,10881,41,480.0,SH,SH04,SH040300
경기도 가평군 설악면 신천중앙로28번길 101-60,,31.0,A03,A0302,A03021700,2757969,28,20211018190349,http://tong.visitkorea.or.kr/cms/resource/76/2758476_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/76/2758476_image2_1.JPG,Type3,127.4900050878,37.6608497995,6.0,20250414153221,1.0,,링크독애견파크 글램핑&오토캠핑장,12467,41,820.0,AC,AC05,AC050400
경기도 파주시 문발로 302 (문발동),1층,,,,,4026308,38,20260227194422,https://tong.visitkorea.or.kr/cms/resource/55/4044955_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/55/4044955_image3_1.jpg,Type3,126.693170994575,37.7196781475393,,20260330091611,,,마리떼프랑소와저버 롯데프리미엄아울렛 파주점,10881,41,480.0,SH,SH04,SH040300
경기도 고양시 덕양구 고양대로 1955 (동산동),2층,,,,,4025033,38,20260225202843,https://tong.visitkorea.or.kr/cms/resource/60/4042360_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/60/4042360_image3_1.JPG,Type3,126.89477806511,37.6469771187284,,20260326092041,,,마리떼프랑소와저버 스타필드 고양점,10595,41,281.0,SH,SH04,SH040300
경기도 파주시 탄현면 필승로 200,1층,,,,,4026320,38,20260227195541,https://tong.visitkorea.or.kr/cms/resource/62/4044962_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/62/4044962_image3_1.jpg,Type3,126.695385303664,37.769351232912,,20260330091611,,,마리떼프랑소와저버 신세계사이먼프리미엄아울렛 파주점,10862,41,480.0,SH,SH04,SH040300
경기도 파주시 가람로21번길 43 (와동동),,31.0,A05,A0502,A05020200,2830079,39,20220728162835,http://tong.visitkorea.or.kr/cms/resource/69/2830069_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2830069_image3_1.jpg,Type3,126.7517813707,37.7360582397,6.0,20250725133950,27.0,,마마경양식,10870,41,480.0,FD,FD02,FD020300
경기도 남양주시 화도읍 마석로17번길 26,,31.0,A04,A0401,A04010100,1960242,38,20141027231934,http://tong.visitkorea.or.kr/cms/resource/49/3404749_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/49/3404749_image3_1.JPG,Type3,127.3056387129,37.6544332815,6.0,20250325162409,9.0,,"마석 5일장(3, 8일)",12176,41,360.0,SH,SH06,SH060100
경기도 파주시 탄현면 필승로 200,,,,,,2915566,38,20221031173627,https://tong.visitkorea.or.kr/cms/resource/24/4023724_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/24/4023724_image3_1.jpg,Type3,126.695385303664,37.769351232912,6.0,20260319051447,,,마스터바니에디션 신세계사이먼프리미엄아울렛 파주점,10862,41,480.0,SH,SH04,SH040300
경기도 고양시 덕양구 고양대로 1955 (동산동),1층,,,,,4010479,38,20260203170221,https://tong.visitkorea.or.kr/cms/resource/49/4042349_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/49/4042349_image3_1.JPG,Type3,126.89477806511,37.6469771187284,,20260327092150,,,마시모두띠 스타필드 고양점,10595,41,281.0,SH,SH04,SH040300
경기도 남양주시 오남읍 팔현로216번길 24-1,,31.0,A03,A0302,A03021700,2744524,28,20210914234406,http://tong.visitkorea.or.kr/cms/resource/88/2747088_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/88/2747088_image2_1.JPG,Type3,127.2304334414,37.6894528412,6.0,20250514095834,9.0,,마실빌리지,12038,41,360.0,AC,AC05,AC050100
경기도 파주시 적성면 국사로 271,,31.0,A03,A0302,A03021700,2727469,28,20210727193740,http://tong.visitkorea.or.kr/cms/resource/23/2728123_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/23/2728123_image3_1.JPG,Type3,126.871355705,37.9598953804,6.0,20250725113447,27.0,,마실캠핑장,10801,41,480.0,AC,AC05,AC050100
경기도 남양주시 송산로 196-4,,31.0,A05,A0502,A05020100,2855238,39,20220919153621,http://tong.visitkorea.or.kr/cms/resource/36/2855236_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/2855236_image3_1.jpg,Type3,127.1300712048,37.6602349737,6.0,20250117141954,9.0,,마약부대찌개,12094,41,360.0,FD,FD01,FD010100
경기도 구리시 경춘북로 230 (갈매동),,,,,,3306871,38,20240202162507,https://tong.visitkorea.or.kr/cms/resource/60/4021260_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/60/4021260_image3_1.jpg,Type3,127.115926985416,37.6333474474455,6.0,20260318101005,,,마운티아 모다아울렛 구리남양주점,11901,41,310.0,SH,SH04,SH040300
경기도 남양주시 조안면 송촌리,739-1,31.0,A01,A0101,A01010500,3018017,12,20231005135329,http://tong.visitkorea.or.kr/cms/resource/36/3017936_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/36/3017936_image3_1.JPG,Type3,127.323117384,37.5681519546,6.0,20250513154956,9.0,,마음정원,12280,41,360.0,,NA03,NA030500
경기도 고양시 일산서구 산현로 106 (일산동),,31.0,A05,A0502,A05020100,2873556,39,20221024160652,http://tong.visitkorea.or.kr/cms/resource/50/2873550_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/50/2873550_image3_1.jpeg,Type3,126.7730723287,37.6922276144,6.0,20250421181116,2.0,,마이갈비탄현본점,10346,41,287.0,FD,FD01,FD010100
경기도 가평군 설악면 다락재로 73-111,,31.0,A03,A0302,A03020700,577738,28,20080620020551,http://tong.visitkorea.or.kr/cms/resource/59/3548059_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/3548059_image3_1.jpg,Type3,127.4587161211,37.6658292017,6.0,20251023143000,1.0,,마이다스밸리 청평 골프클럽,12459,41,820.0,LS,LS01,LS010400
